MB	Food No.	Food Name	Anal Type	Sample Qualifier	Replicate No.	Element	Conc	Unit	Trace	LOD	LOQ	Result Qualifier and Remarks	Method	Instrument	Batch ID
200304	211	"BF, vegetables and beef"	O			Copper	0.643	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	211	"BF, vegetables and beef"	O			Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	343
200304	211	"BF, vegetables and beef"	O			Iron	4.91	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	211	"BF, vegetables and beef"	O			Lead	0	mg/kg		0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	211	"BF, vegetables and beef"	O			Magnesium	137	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	211	"BF, vegetables and beef"	O			Manganese	1.5	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	211	"BF, vegetables and beef"	O			Mercury	0	mg/kg		0.01	0.04		KCM TD M4 & E6 (CVAAS; Hg; Food)	CVAAS	200304272
200304	211	"BF, vegetables and beef"	O			Nickel	0.114	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	211	"BF, vegetables and beef"	O			Phosphorus	450	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	211	"BF, vegetables and beef"	O			Potassium	1710	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	211	"BF, vegetables and beef"	O			Selenium	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	211	"BF, vegetables and beef"	O			Sodium	160	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	211	"BF, vegetables and beef"	O			Zinc	5.61	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	212	"BF, vegetables and chicken"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	212	"BF, vegetables and chicken"	O			Cadmium	0.01	mg/kg		0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	212	"BF, vegetables and chicken"	O			Calcium	305	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	212	"BF, vegetables and chicken"	O			Copper	0.509	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	212	"BF, vegetables and chicken"	O			Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	343
200304	212	"BF, vegetables and chicken"	O			Iron	4.66	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	212	"BF, vegetables and chicken"	O			Lead	0	mg/kg		0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	212	"BF, vegetables and chicken"	O			Magnesium	133	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	212	"BF, vegetables and chicken"	O			Manganese	0.996	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	212	"BF, vegetables and chicken"	O			Nickel	0.083	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	212	"BF, vegetables and chicken"	O			Phosphorus	517	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	212	"BF, vegetables and chicken"	O			Potassium	1540	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	212	"BF, vegetables and chicken"	O			Selenium	0.013	mg/kg	TR	0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	212	"BF, vegetables and chicken"	O			Sodium	160	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	212	"BF, vegetables and chicken"	O			Zinc	4.07	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	213	"BF, vegetables and ham"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	213	"BF, vegetables and ham"	O			Cadmium	0.014	mg/kg		0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	213	"BF, vegetables and ham"	O	RAP	1	Calcium	182	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	213	"BF, vegetables and ham"	O	RAP	1	Copper	0.501	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	213	"BF, vegetables and ham"	O			Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	344
200304	213	"BF, vegetables and ham"	O	RAP	1	Iron	3.45	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	213	"BF, vegetables and ham"	O			Lead	0	mg/kg		0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	213	"BF, vegetables and ham"	O	RAP	1	Magnesium	98.4	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	213	"BF, vegetables and ham"	O	RAP	1	Manganese	0.982	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	213	"BF, vegetables and ham"	O			Nickel	0.048	mg/kg	TR	0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	213	"BF, vegetables and ham"	O	RAP	1	Phosphorus	402	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	213	"BF, vegetables and ham"	O	RAP	1	Potassium	1520	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	213	"BF, vegetables and ham"	O			Selenium	0.022	mg/kg	TR	0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	213	"BF, vegetables and ham"	O	RAP	1	Sodium	135	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	213	"BF, vegetables and ham"	O	RAP	1	Zinc	3.32	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	214	"BF, chicken noodle dinner"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	214	"BF, chicken noodle dinner"	O			Cadmium	0.014	mg/kg		0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	214	"BF, chicken noodle dinner"	O	RAP	1	Calcium	296	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	214	"BF, chicken noodle dinner"	O	RAP	1	Copper	0.585	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	214	"BF, chicken noodle dinner"	O			Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	344
200304	214	"BF, chicken noodle dinner"	O	RAP	1	Iron	4.7	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	214	"BF, chicken noodle dinner"	O			Lead	0	mg/kg		0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	214	"BF, chicken noodle dinner"	O	RAP	1	Magnesium	143	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	214	"BF, chicken noodle dinner"	O	RAP	1	Manganese	1.56	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	214	"BF, chicken noodle dinner"	O			Nickel	0.096	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	214	"BF, chicken noodle dinner"	O	RAP	1	Phosphorus	514	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	214	"BF, chicken noodle dinner"	O	RAP	1	Potassium	1370	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	214	"BF, chicken noodle dinner"	O			Selenium	0.031	mg/kg	TR	0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	214	"BF, chicken noodle dinner"	O	RAP	1	Sodium	168	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	214	"BF, chicken noodle dinner"	O	RAP	1	Zinc	4.74	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	215	"BF, macaroni, tomato and beef"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	215	"BF, macaroni, tomato and beef"	O			Cadmium	0.017	mg/kg		0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	215	"BF, macaroni, tomato and beef"	O	RAP	1	Calcium	218	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	215	"BF, macaroni, tomato and beef"	O	RAP	1	Copper	0.863	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	215	"BF, macaroni, tomato and beef"	O			Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	344
200304	215	"BF, macaroni, tomato and beef"	O	RAP	1	Iron	5.03	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	215	"BF, macaroni, tomato and beef"	O			Lead	0	mg/kg		0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	215	"BF, macaroni, tomato and beef"	O	RAP	1	Magnesium	118	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	215	"BF, macaroni, tomato and beef"	O	RAP	1	Manganese	1.6	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	215	"BF, macaroni, tomato and beef"	O			Nickel	0.06	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	215	"BF, macaroni, tomato and beef"	O	RAP	1	Phosphorus	395	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	215	"BF, macaroni, tomato and beef"	O	RAP	1	Potassium	1860	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	215	"BF, macaroni, tomato and beef"	O			Selenium	0.032	mg/kg	TR	0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	215	"BF, macaroni, tomato and beef"	O	RAP	1	Sodium	148	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	215	"BF, macaroni, tomato and beef"	O	RAP	1	Zinc	3.52	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	216	"BF, turkey and  rice"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	216	"BF, turkey and  rice"	O			Cadmium	0.005	mg/kg		0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	216	"BF, turkey and  rice"	O			Calcium	171	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	216	"BF, turkey and  rice"	O			Copper	0.655	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	216	"BF, turkey and  rice"	O			Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	344
200304	216	"BF, turkey and  rice"	O			Iron	2.91	mg/kg	TR	0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	216	"BF, turkey and  rice"	O			Lead	0	mg/kg		0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	216	"BF, turkey and  rice"	O			Magnesium	104	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	216	"BF, turkey and  rice"	O			Manganese	1.7	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	216	"BF, turkey and  rice"	O			Nickel	0.048	mg/kg	TR	0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	216	"BF, turkey and  rice"	O			Phosphorus	365	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	216	"BF, turkey and  rice"	O			Potassium	1590	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	216	"BF, turkey and  rice"	O			Selenium	0.019	mg/kg	TR	0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	216	"BF, turkey and  rice"	O			Sodium	130	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	216	"BF, turkey and  rice"	O			Zinc	4.67	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	218	"BF, carrots"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	218	"BF, carrots"	O			Cadmium	0.037	mg/kg		0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	218	"BF, carrots"	O	RAP	1	Calcium	316	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	218	"BF, carrots"	O	RAP	1	Copper	0.562	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	218	"BF, carrots"	O			Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	348
200304	218	"BF, carrots"	O	RAP	1	Iron	2.98	mg/kg	TR	0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	218	"BF, carrots"	O			Lead	0	mg/kg		0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	218	"BF, carrots"	O	RAP	1	Magnesium	145	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	218	"BF, carrots"	O	RAP	1	Manganese	1.91	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	218	"BF, carrots"	O			Nickel	0.051	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	218	"BF, carrots"	O	RAP	1	Phosphorus	354	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	218	"BF, carrots"	O	RAP	1	Potassium	2580	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	218	"BF, carrots"	O			Selenium	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	218	"BF, carrots"	O	RAP	1	Sodium	210	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	218	"BF, carrots"	O	RAP	1	Zinc	3.09	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	219	"BF, green beans"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	219	"BF, green beans"	O			Cadmium	0.002	mg/kg	TR	0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	219	"BF, green beans"	O			Calcium	491	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	219	"BF, green beans"	O			Copper	0.625	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	219	"BF, green beans"	O			Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	348
200304	219	"BF, green beans"	O			Iron	7.69	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	219	"BF, green beans"	O			Lead	0	mg/kg		0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	219	"BF, green beans"	O			Magnesium	263	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	219	"BF, green beans"	O			Manganese	3.7	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	219	"BF, green beans"	O			Nickel	0.143	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	219	"BF, green beans"	O			Phosphorus	338	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	219	"BF, green beans"	O			Potassium	1930	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	219	"BF, green beans"	O			Selenium	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	219	"BF, green beans"	O			Sodium	12.7	mg/kg	TR	7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	219	"BF, green beans"	O			Zinc	2.98	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	220	"BF, mixed vegetables"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	220	"BF, mixed vegetables"	O			Cadmium	0.015	mg/kg		0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	220	"BF, mixed vegetables"	O			Calcium	173	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	220	"BF, mixed vegetables"	O			Copper	0.619	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	220	"BF, mixed vegetables"	O	UAP	1	Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	348
200304	220	"BF, mixed vegetables"	O			Iron	4.28	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	220	"BF, mixed vegetables"	O			Lead	0.01	mg/kg	TR	0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	220	"BF, mixed vegetables"	O			Magnesium	125	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	220	"BF, mixed vegetables"	O			Manganese	1.55	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	220	"BF, mixed vegetables"	O			Mercury	0	mg/kg		0.01	0.04		KCM TD M4 & E6 (CVAAS; Hg; Food)	CVAAS	200304272
200304	220	"BF, mixed vegetables"	O			Nickel	0.047	mg/kg	TR	0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	220	"BF, mixed vegetables"	O			Phosphorus	334	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	220	"BF, mixed vegetables"	O			Potassium	1980	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	220	"BF, mixed vegetables"	O			Selenium	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	220	"BF, mixed vegetables"	O			Sodium	101	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	220	"BF, mixed vegetables"	O			Zinc	2.91	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	221	"BF, sweet potatoes"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	221	"BF, sweet potatoes"	O			Cadmium	0.005	mg/kg		0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	221	"BF, sweet potatoes"	O			Calcium	188	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	221	"BF, sweet potatoes"	O			Copper	0.95	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	221	"BF, sweet potatoes"	O			Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	348
200304	221	"BF, sweet potatoes"	O			Iron	2.93	mg/kg	TR	0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	221	"BF, sweet potatoes"	O			Lead	0.009	mg/kg	TR	0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
